Age,Country of Birth,Gender,Employment Status,Average Drinks per Day
61,India,Non-Binary,Unemployed,2.0
57,Germany,Non-Binary,Self-Employed,0.3
70,Canada,Male,Unemployed,1.9
53,China,Female,Self-Employed,1.6
27,Canada,Non-Binary,Unemployed,1.1
49,Germany,Female,Part-Time,1.0
24,Canada,Female,Unemployed,2.0
74,United States,Male,Full-Time,3.3
60,Canada,Female,Part-Time,0.1
43,Canada,Male,Full-Time,4.7
38,India,Female,Unemployed,6.5
20,United States,Female,Full-Time,3.0
73,Germany,Female,Full-Time,0.3
25,United States,Female,Self-Employed,1.3
36,Germany,Male,Full-Time,0.2
41,Australia,Male,Self-Employed,2.1
67,China,Female,Full-Time,0.1
19,India,Female,Self-Employed,1.7
73,Mexico,Female,Full-Time,0.6
36,Australia,Male,Unemployed,0.3
24,India,Female,Self-Employed,1.2
48,India,Male,Unemployed,9.8
49,Mexico,Male,Unemployed,0.0
24,Germany,Male,Self-Employed,1.0
37,Australia,Female,Full-Time,1.8
66,Germany,Non-Binary,Unemployed,1.0
47,Australia,Non-Binary,Self-Employed,3.2
56,Germany,Female,Unemployed,1.4
28,China,Non-Binary,Self-Employed,0.1
24,Canada,Female,Unemployed,7.0
36,Canada,Non-Binary,Part-Time,6.8
59,Canada,Non-Binary,Part-Time,6.1
53,Australia,Non-Binary,Self-Employed,0.8
73,India,Male,Part-Time,0.3
57,Mexico,Non-Binary,Unemployed,3.0
52,Canada,Female,Self-Employed,0.9
60,India,Male,Self-Employed,0.7
49,Australia,Non-Binary,Unemployed,0.8
19,Canada,Male,Full-Time,1.5
71,Mexico,Non-Binary,Unemployed,1.2
75,China,Non-Binary,Self-Employed,1.4
41,Mexico,Non-Binary,Unemployed,2.9
72,Australia,Non-Binary,Self-Employed,0.6
30,India,Non-Binary,Unemployed,14.7
47,Mexico,Non-Binary,Self-Employed,1.1
66,China,Female,Full-Time,2.9
29,Germany,Female,Unemployed,3.7
28,Australia,Male,Part-Time,1.9
48,India,Male,Unemployed,5.9
71,Canada,Non-Binary,Part-Time,1.6
59,Mexico,Female,Part-Time,1.8
37,Canada,Non-Binary,Unemployed,2.3
24,India,Female,Full-Time,0.2
23,Mexico,Male,Self-Employed,2.2
68,United States,Male,Unemployed,2.3
23,Mexico,Non-Binary,Full-Time,1.2
65,China,Non-Binary,Self-Employed,2.3
68,Australia,Male,Full-Time,0.2
55,Mexico,Female,Self-Employed,1.1
77,United States,Male,Self-Employed,0.7
63,Mexico,Female,Self-Employed,5.6
33,Germany,Male,Self-Employed,3.8
26,Mexico,Female,Self-Employed,0.0
70,China,Male,Self-Employed,1.6
62,Canada,Male,Unemployed,5.3
47,United States,Male,Unemployed,1.3
59,Australia,Male,Unemployed,0.4
80,Canada,Male,Part-Time,1.2
56,India,Female,Self-Employed,3.4
67,Australia,Female,Self-Employed,0.0
39,India,Female,Full-Time,5.3
46,Mexico,Male,Unemployed,2.8
72,Mexico,Non-Binary,Full-Time,0.5
65,India,Male,Self-Employed,2.3
47,Canada,Non-Binary,Unemployed,3.1
74,China,Male,Part-Time,12.3
47,United States,Female,Self-Employed,1.3
33,Australia,Female,Part-Time,2.8
40,United States,Female,Self-Employed,4.1
22,India,Female,Unemployed,0.1
62,China,Female,Unemployed,3.8
51,China,Male,Part-Time,3.9
53,Germany,Male,Full-Time,0.7
24,Canada,Female,Self-Employed,1.8
35,China,Non-Binary,Part-Time,3.3
37,Australia,Female,Self-Employed,2.8
56,Germany,Male,Full-Time,3.0
70,Germany,Non-Binary,Self-Employed,0.5
30,Mexico,Female,Full-Time,0.2
20,United States,Female,Full-Time,1.9
42,Mexico,Male,Unemployed,2.1
53,Australia,Non-Binary,Unemployed,0.7
49,China,Non-Binary,Part-Time,1.8
25,China,Male,Self-Employed,0.8
23,Canada,Male,Full-Time,0.5
70,China,Female,Full-Time,0.0
22,Germany,Male,Self-Employed,1.6
47,United States,Male,Self-Employed,0.6
74,Germany,Female,Part-Time,0.1
53,India,Female,Part-Time,0.7
59,Germany,Female,Part-Time,0.8
52,China,Male,Self-Employed,2.1
25,Australia,Male,Unemployed,4.2
76,China,Non-Binary,Unemployed,1.7
51,India,Non-Binary,Self-Employed,1.1
71,China,Male,Self-Employed,2.6
20,Australia,Male,Unemployed,6.6
61,United States,Male,Unemployed,1.6
19,Mexico,Male,Full-Time,0.4
42,Mexico,Non-Binary,Full-Time,1.0
60,Australia,Male,Self-Employed,3.7
69,China,Non-Binary,Unemployed,2.8
33,United States,Male,Self-Employed,9.4
43,Australia,Male,Full-Time,0.6
48,India,Non-Binary,Part-Time,0.5
27,Germany,Male,Self-Employed,1.2
27,Canada,Male,Unemployed,3.7
51,India,Non-Binary,Full-Time,1.6
52,Mexico,Non-Binary,Full-Time,0.1
60,Canada,Female,Part-Time,2.1
29,China,Non-Binary,Unemployed,4.0
48,India,Male,Self-Employed,10.2
77,India,Female,Part-Time,1.6
43,Germany,Non-Binary,Unemployed,0.2
35,Mexico,Male,Self-Employed,4.8
68,China,Non-Binary,Self-Employed,0.9
42,Canada,Female,Self-Employed,3.1
18,Australia,Male,Unemployed,1.9
53,China,Male,Part-Time,0.8
23,Germany,Non-Binary,Part-Time,1.7
40,Germany,Male,Unemployed,1.9
50,India,Male,Full-Time,2.0
29,Mexico,Female,Self-Employed,0.2
38,United States,Female,Full-Time,4.5
29,Mexico,Male,Self-Employed,0.6
36,Germany,Male,Self-Employed,0.0
61,Mexico,Male,Unemployed,2.9
50,Mexico,Female,Self-Employed,0.7
45,United States,Female,Part-Time,0.4
72,India,Male,Full-Time,1.3
45,Mexico,Female,Full-Time,0.3
33,Germany,Male,Part-Time,2.9
31,Australia,Male,Full-Time,0.4
31,Mexico,Non-Binary,Part-Time,1.4
32,Australia,Female,Unemployed,0.6
23,United States,Male,Self-Employed,1.3
43,China,Non-Binary,Full-Time,0.3
49,Canada,Non-Binary,Full-Time,2.4
46,United States,Non-Binary,Self-Employed,1.2
45,United States,Female,Part-Time,1.5
66,United States,Male,Part-Time,7.2
51,Canada,Male,Self-Employed,0.7
61,Canada,Non-Binary,Part-Time,0.1
40,China,Female,Self-Employed,0.7
78,United States,Non-Binary,Part-Time,5.2
67,United States,Female,Self-Employed,1.0
29,United States,Non-Binary,Part-Time,1.2
72,Australia,Female,Part-Time,0.1
23,Germany,Female,Full-Time,1.9
31,Canada,Male,Unemployed,0.7
24,Australia,Male,Part-Time,3.3
64,India,Non-Binary,Full-Time,2.1
21,Germany,Non-Binary,Part-Time,4.2
30,United States,Female,Full-Time,1.9
39,Canada,Non-Binary,Full-Time,3.8
38,United States,Male,Full-Time,0.9
52,India,Male,Full-Time,4.9
40,United States,Female,Full-Time,0.8
75,Canada,Non-Binary,Part-Time,0.2
63,India,Male,Full-Time,1.4
39,United States,Female,Self-Employed,3.7
80,Australia,Female,Part-Time,1.6
21,Mexico,Non-Binary,Full-Time,0.3
64,Australia,Male,Self-Employed,1.1
37,United States,Female,Unemployed,1.7
18,United States,Male,Self-Employed,2.5
80,China,Non-Binary,Part-Time,3.6
73,Australia,Male,Full-Time,1.6
66,Mexico,Male,Part-Time,4.0
68,Australia,Non-Binary,Self-Employed,1.1
49,China,Female,Self-Employed,5.1
54,Australia,Female,Self-Employed,2.9
28,India,Female,Self-Employed,1.5
41,Australia,Male,Part-Time,0.2
55,Australia,Female,Part-Time,0.7
64,China,Male,Self-Employed,0.5
39,Australia,Female,Part-Time,1.3
26,Canada,Female,Unemployed,0.9
22,China,Male,Part-Time,2.2
50,Germany,Non-Binary,Part-Time,0.1
77,Germany,Female,Unemployed,2.6
34,Germany,Non-Binary,Self-Employed,2.4
28,Germany,Female,Part-Time,2.0
34,Germany,Non-Binary,Part-Time,3.4
50,Australia,Female,Part-Time,0.5
36,China,Male,Unemployed,11.0
70,United States,Male,Part-Time,0.7
61,Canada,Non-Binary,Unemployed,1.4
52,Australia,Non-Binary,Part-Time,2.4
38,China,Female,Self-Employed,2.7
23,Germany,Non-Binary,Unemployed,1.8
51,Australia,Non-Binary,Unemployed,0.0
23,India,Male,Full-Time,12.9
43,Germany,Male,Part-Time,0.0
51,United States,Female,Full-Time,0.4
25,Germany,Male,Self-Employed,0.3
46,Canada,Female,Part-Time,1.3
58,Canada,Non-Binary,Self-Employed,4.2
76,India,Male,Unemployed,10.4
80,Germany,Male,Full-Time,0.1
49,China,Non-Binary,Part-Time,5.9
63,China,Male,Full-Time,4.8
77,China,Male,Full-Time,4.3
56,China,Female,Full-Time,0.1
23,Germany,Non-Binary,Part-Time,3.7
44,Mexico,Non-Binary,Full-Time,3.4
55,Australia,Female,Part-Time,1.2
62,Canada,Non-Binary,Part-Time,3.1
55,Australia,Female,Unemployed,0.6
73,India,Non-Binary,Full-Time,0.4
63,United States,Male,Self-Employed,7.0
54,Mexico,Non-Binary,Full-Time,0.3
54,Canada,Male,Self-Employed,0.3
38,Australia,Non-Binary,Full-Time,1.0
78,Mexico,Non-Binary,Full-Time,0.2
60,Canada,Non-Binary,Part-Time,0.3
58,Germany,Female,Full-Time,2.0
31,India,Non-Binary,Full-Time,1.5
80,Australia,Male,Full-Time,3.9
55,United States,Male,Part-Time,0.2
66,China,Non-Binary,Part-Time,0.7
54,China,Non-Binary,Full-Time,1.1
78,United States,Male,Full-Time,0.2
73,Australia,Non-Binary,Full-Time,0.4
65,United States,Non-Binary,Full-Time,4.2
42,China,Male,Full-Time,14.0
30,India,Male,Part-Time,2.0
20,China,Male,Unemployed,8.7
19,United States,Female,Self-Employed,0.4
27,Australia,Male,Part-Time,0.7
60,Australia,Non-Binary,Part-Time,0.3
42,Australia,Non-Binary,Part-Time,0.2
67,China,Male,Self-Employed,3.4
34,India,Non-Binary,Unemployed,8.2
39,Canada,Female,Full-Time,0.4
19,United States,Non-Binary,Part-Time,1.2
71,Germany,Female,Self-Employed,1.3
22,India,Male,Full-Time,1.1
34,United States,Non-Binary,Full-Time,2.0
78,Australia,Female,Self-Employed,2.2
74,Australia,Male,Self-Employed,0.8
39,Germany,Non-Binary,Full-Time,5.8
56,United States,Male,Part-Time,3.4
20,China,Male,Full-Time,1.9
46,India,Non-Binary,Self-Employed,1.3
23,Australia,Female,Part-Time,3.6
68,India,Male,Part-Time,0.7
42,Canada,Non-Binary,Self-Employed,1.1
26,Canada,Non-Binary,Full-Time,0.6
47,Mexico,Male,Full-Time,0.6
23,India,Male,Full-Time,4.7
78,China,Non-Binary,Self-Employed,0.6
22,Australia,Female,Full-Time,2.9
59,United States,Male,Unemployed,1.3
56,Mexico,Non-Binary,Unemployed,3.1
79,Germany,Female,Self-Employed,0.6
48,India,Male,Full-Time,0.9
31,India,Male,Part-Time,2.3
30,Mexico,Female,Part-Time,3.0
55,United States,Male,Self-Employed,3.1
69,India,Non-Binary,Unemployed,1.3
65,China,Non-Binary,Unemployed,0.2
75,Canada,Female,Unemployed,7.9
53,United States,Male,Self-Employed,2.4
52,China,Non-Binary,Unemployed,4.0
51,Canada,Non-Binary,Self-Employed,0.5
53,India,Non-Binary,Part-Time,0.4
47,Germany,Female,Unemployed,6.2
35,Mexico,Male,Self-Employed,1.9
47,China,Male,Unemployed,0.2
79,China,Male,Self-Employed,6.1
59,Mexico,Male,Part-Time,5.4
50,Mexico,Non-Binary,Unemployed,0.8
71,Australia,Non-Binary,Part-Time,1.7
22,Canada,Female,Unemployed,4.0
42,Germany,Non-Binary,Part-Time,1.8
30,Germany,Non-Binary,Full-Time,2.5
43,Germany,Female,Part-Time,4.3
78,United States,Female,Unemployed,6.9
30,United States,Female,Unemployed,5.5
31,China,Male,Full-Time,2.5
23,Mexico,Female,Full-Time,1.6
46,China,Non-Binary,Full-Time,0.0
57,United States,Non-Binary,Part-Time,0.1
38,Mexico,Female,Part-Time,4.7
41,United States,Male,Unemployed,8.5
63,United States,Male,Full-Time,5.0
28,India,Male,Unemployed,1.4
42,United States,Male,Self-Employed,3.1
57,China,Female,Part-Time,0.2
19,Mexico,Non-Binary,Unemployed,0.3
39,Canada,Male,Self-Employed,0.5
35,India,Male,Self-Employed,0.5
67,Mexico,Male,Self-Employed,10.6
33,Australia,Non-Binary,Unemployed,1.6
76,China,Female,Part-Time,0.3
31,India,Female,Unemployed,1.6
23,United States,Male,Self-Employed,4.8
32,India,Non-Binary,Full-Time,6.6
42,India,Male,Part-Time,8.6
30,Mexico,Male,Unemployed,3.0
32,China,Male,Full-Time,10.7
76,India,Female,Self-Employed,1.1
22,Germany,Non-Binary,Unemployed,4.7
62,Canada,Non-Binary,Full-Time,0.3
28,India,Female,Self-Employed,0.3
36,India,Female,Part-Time,0.5
69,Germany,Non-Binary,Unemployed,0.2
56,United States,Female,Unemployed,2.0
22,China,Male,Self-Employed,1.4
39,India,Male,Self-Employed,2.7
38,Germany,Non-Binary,Unemployed,0.8
34,India,Male,Full-Time,0.8
43,China,Non-Binary,Full-Time,0.2
25,China,Female,Self-Employed,1.6
48,India,Female,Unemployed,0.7
76,Canada,Female,Full-Time,0.4
37,Australia,Non-Binary,Self-Employed,0.6
20,China,Male,Part-Time,0.0
18,Australia,Male,Self-Employed,1.9
55,Germany,Non-Binary,Unemployed,0.2
37,Germany,Non-Binary,Unemployed,1.6
43,Canada,Male,Part-Time,4.2
38,Germany,Male,Part-Time,7.9
79,Germany,Non-Binary,Unemployed,0.4
48,India,Female,Full-Time,1.3
53,Canada,Non-Binary,Full-Time,1.1
22,India,Female,Full-Time,1.6
27,Canada,Female,Self-Employed,0.3
54,China,Non-Binary,Full-Time,1.1
39,India,Male,Full-Time,4.8
72,India,Male,Part-Time,1.3
40,India,Female,Full-Time,0.8
20,Australia,Male,Full-Time,0.8
48,Canada,Female,Part-Time,2.3
69,Australia,Male,Part-Time,2.4
73,China,Male,Self-Employed,4.5
73,India,Male,Self-Employed,7.2
27,Canada,Female,Full-Time,0.4
56,Mexico,Non-Binary,Full-Time,0.3
21,Canada,Female,Self-Employed,0.2
56,Mexico,Non-Binary,Full-Time,0.0
45,Canada,Non-Binary,Unemployed,3.5
74,Mexico,Non-Binary,Self-Employed,0.5
63,Germany,Female,Unemployed,0.5
59,Australia,Male,Part-Time,0.2
33,China,Female,Part-Time,3.6
66,Canada,Male,Full-Time,2.6
72,United States,Female,Part-Time,1.4
67,United States,Female,Self-Employed,1.7
53,United States,Non-Binary,Self-Employed,0.1
41,China,Male,Full-Time,0.4
61,China,Female,Unemployed,3.5
74,United States,Female,Full-Time,0.6
59,Germany,Non-Binary,Self-Employed,0.7
20,Canada,Male,Full-Time,3.9
42,United States,Male,Unemployed,7.1
23,Australia,Female,Full-Time,0.8
72,Germany,Non-Binary,Unemployed,0.2
55,Mexico,Non-Binary,Self-Employed,0.4
43,India,Female,Full-Time,2.2
54,India,Female,Unemployed,1.4
34,China,Male,Self-Employed,5.1
48,India,Non-Binary,Self-Employed,2.0
35,Mexico,Female,Part-Time,1.2
34,Germany,Female,Full-Time,10.6
29,Australia,Female,Unemployed,2.2
62,Germany,Female,Self-Employed,3.0
53,China,Non-Binary,Part-Time,0.3
39,Australia,Non-Binary,Part-Time,0.4
53,Germany,Male,Full-Time,6.6
64,Mexico,Male,Part-Time,3.6
77,Germany,Female,Self-Employed,2.9
67,India,Non-Binary,Self-Employed,1.5
27,Australia,Female,Self-Employed,1.1
26,Mexico,Non-Binary,Part-Time,2.3
74,Germany,Female,Part-Time,1.1
25,Australia,Female,Unemployed,2.7
67,Australia,Female,Full-Time,1.2
35,Germany,Non-Binary,Full-Time,3.5
25,China,Non-Binary,Self-Employed,0.4
42,Canada,Male,Full-Time,0.9
63,India,Non-Binary,Self-Employed,3.5
78,Australia,Male,Part-Time,1.3
43,Mexico,Female,Self-Employed,2.1
18,India,Non-Binary,Part-Time,0.2
50,Germany,Female,Full-Time,1.8
60,Germany,Female,Part-Time,0.4
54,China,Female,Part-Time,0.8
25,Mexico,Non-Binary,Self-Employed,0.3
67,China,Non-Binary,Self-Employed,2.1
18,India,Male,Unemployed,0.3
74,India,Male,Self-Employed,0.1
61,India,Female,Full-Time,0.1
78,India,Male,Part-Time,1.8
35,Germany,Female,Full-Time,4.0
69,India,Male,Self-Employed,0.4
35,Germany,Male,Unemployed,11.2
24,Australia,Female,Full-Time,1.8
29,India,Non-Binary,Self-Employed,3.3
51,India,Male,Full-Time,4.4
63,Germany,Non-Binary,Part-Time,0.3
53,Australia,Non-Binary,Full-Time,3.0
80,India,Female,Part-Time,0.7
73,India,Non-Binary,Full-Time,0.7
30,Mexico,Male,Full-Time,0.8
65,Germany,Female,Full-Time,1.2
79,China,Male,Unemployed,0.3
79,Canada,Male,Full-Time,2.2
39,Germany,Non-Binary,Self-Employed,0.9
46,Canada,Male,Self-Employed,4.3
51,Australia,Male,Unemployed,0.3
68,United States,Male,Full-Time,0.1
72,Germany,Male,Unemployed,5.7
22,Mexico,Non-Binary,Unemployed,1.6
70,India,Male,Unemployed,2.0
35,Mexico,Female,Unemployed,2.7
54,India,Male,Unemployed,0.9
20,India,Female,Unemployed,2.4
71,Germany,Male,Self-Employed,6.9
70,Canada,Male,Self-Employed,0.4
36,Canada,Female,Full-Time,1.4
50,Germany,Male,Unemployed,0.8
28,India,Female,Part-Time,0.2
78,United States,Male,Full-Time,5.0
74,United States,Male,Part-Time,0.2
45,India,Male,Part-Time,5.8
51,Australia,Female,Self-Employed,2.9
70,Canada,Female,Self-Employed,1.0
40,Germany,Female,Self-Employed,3.9
54,China,Non-Binary,Unemployed,2.1
26,Canada,Female,Self-Employed,2.6
21,China,Female,Part-Time,0.8
56,China,Male,Unemployed,0.4
33,Germany,Non-Binary,Unemployed,1.4
35,India,Male,Unemployed,5.8
44,Mexico,Non-Binary,Self-Employed,0.3
50,China,Female,Unemployed,3.6
75,Canada,Non-Binary,Unemployed,2.5
79,China,Non-Binary,Full-Time,2.2
63,Mexico,Non-Binary,Part-Time,1.7
27,Canada,Male,Unemployed,0.4
19,India,Non-Binary,Full-Time,1.3
64,Australia,Female,Full-Time,0.5
73,United States,Female,Unemployed,0.6
78,Australia,Non-Binary,Self-Employed,0.6
74,Canada,Male,Part-Time,1.5
27,United States,Female,Self-Employed,0.4
50,China,Non-Binary,Self-Employed,1.4
64,Australia,Male,Part-Time,2.0
74,India,Non-Binary,Self-Employed,0.8
22,China,Female,Part-Time,1.9
53,Germany,Non-Binary,Part-Time,1.2
77,United States,Male,Self-Employed,4.2
70,Germany,Male,Self-Employed,5.1
56,India,Male,Full-Time,1.2
22,China,Male,Full-Time,1.9
72,Germany,Female,Part-Time,0.9
59,Mexico,Non-Binary,Self-Employed,0.4
36,Canada,Male,Unemployed,0.6
57,Australia,Male,Unemployed,27.8
77,Germany,Non-Binary,Unemployed,9.0
78,China,Female,Unemployed,1.2
51,Mexico,Male,Full-Time,1.5
25,India,Male,Unemployed,2.8
78,Germany,Male,Part-Time,3.8
67,United States,Non-Binary,Full-Time,0.2
18,Australia,Male,Part-Time,0.4
58,Mexico,Female,Part-Time,1.0
57,Germany,Male,Full-Time,4.9
52,Australia,Non-Binary,Unemployed,0.7
53,Canada,Male,Part-Time,5.1
45,Australia,Female,Full-Time,0.2
40,Germany,Male,Full-Time,1.3
79,China,Non-Binary,Part-Time,1.6
18,Canada,Female,Self-Employed,3.4
42,Canada,Male,Part-Time,1.6
23,India,Female,Part-Time,1.1
27,Germany,Male,Part-Time,0.4
80,Canada,Male,Unemployed,5.5
75,China,Male,Part-Time,1.3
39,Australia,Male,Full-Time,15.0
39,India,Female,Part-Time,4.4
33,United States,Non-Binary,Self-Employed,2.9
49,Australia,Female,Full-Time,1.3
34,India,Female,Full-Time,0.1
63,Germany,Female,Self-Employed,2.7
53,China,Female,Part-Time,0.3
34,India,Non-Binary,Part-Time,0.3
29,Canada,Male,Part-Time,3.1
24,Canada,Non-Binary,Part-Time,0.2
65,India,Male,Unemployed,1.1
54,India,Non-Binary,Unemployed,4.6
26,United States,Male,Unemployed,1.5
19,Australia,Female,Self-Employed,0.8
68,Mexico,Non-Binary,Part-Time,0.7
33,Mexico,Female,Part-Time,8.4
23,China,Male,Full-Time,1.4
47,Germany,Non-Binary,Full-Time,0.7
35,Australia,Female,Unemployed,0.5
60,United States,Non-Binary,Part-Time,0.6
46,China,Female,Part-Time,0.0
40,Australia,Female,Self-Employed,0.1
27,Canada,Male,Full-Time,4.7
51,Australia,Male,Full-Time,1.7
25,Australia,Non-Binary,Full-Time,0.5
66,Canada,Non-Binary,Full-Time,0.5
30,Australia,Female,Self-Employed,2.8
20,Australia,Male,Part-Time,2.7
79,Germany,Non-Binary,Unemployed,3.5
61,Canada,Non-Binary,Full-Time,1.0
53,Germany,Male,Self-Employed,2.3
44,Mexico,Male,Full-Time,1.6
32,Germany,Non-Binary,Full-Time,2.5
61,Canada,Male,Part-Time,2.6
23,India,Female,Part-Time,0.5
70,Germany,Female,Unemployed,3.2
74,Mexico,Non-Binary,Self-Employed,1.7
19,Canada,Female,Part-Time,0.3
50,China,Female,Part-Time,0.3
46,Australia,Female,Self-Employed,0.8
32,Australia,Male,Unemployed,3.7
31,United States,Non-Binary,Unemployed,0.2
66,Australia,Female,Self-Employed,1.0
72,Australia,Female,Part-Time,0.9
42,United States,Female,Full-Time,0.5
68,China,Male,Unemployed,8.3
22,United States,Non-Binary,Part-Time,0.1
43,China,Female,Unemployed,3.3
68,Canada,Male,Unemployed,1.9
18,India,Non-Binary,Full-Time,1.5
26,China,Female,Self-Employed,2.9
69,Mexico,Male,Part-Time,2.8
67,Germany,Female,Unemployed,9.1
72,Australia,Male,Unemployed,10.3
40,China,Non-Binary,Self-Employed,2.9
49,Canada,Male,Full-Time,0.4
21,Australia,Non-Binary,Unemployed,0.9
53,Mexico,Male,Part-Time,0.4
64,Mexico,Female,Unemployed,3.4
40,India,Non-Binary,Unemployed,2.4
62,Mexico,Non-Binary,Unemployed,5.5
23,Canada,Male,Full-Time,4.4
28,Canada,Non-Binary,Part-Time,0.4
73,Canada,Female,Full-Time,0.2
57,Canada,Female,Self-Employed,1.1
53,Canada,Non-Binary,Unemployed,1.9
63,Mexico,Non-Binary,Part-Time,0.3
77,Mexico,Male,Full-Time,1.2
20,Canada,Male,Part-Time,8.7
70,India,Non-Binary,Part-Time,0.6
32,Canada,Male,Full-Time,4.7
33,India,Male,Self-Employed,0.6
46,China,Male,Part-Time,2.1
33,Canada,Non-Binary,Self-Employed,4.4
63,United States,Non-Binary,Part-Time,2.9
52,Mexico,Female,Self-Employed,0.1
34,Mexico,Female,Unemployed,1.7
50,United States,Male,Full-Time,2.4
80,Mexico,Male,Part-Time,4.0
26,United States,Non-Binary,Unemployed,0.7
33,Canada,Non-Binary,Self-Employed,0.9
75,Canada,Male,Self-Employed,1.4
27,Germany,Male,Self-Employed,4.1
71,Mexico,Female,Unemployed,6.3
66,Germany,Non-Binary,Self-Employed,2.5
45,India,Female,Part-Time,0.4
26,Mexico,Female,Unemployed,2.0
46,United States,Non-Binary,Self-Employed,0.6
18,United States,Male,Full-Time,0.8
34,Germany,Female,Self-Employed,11.3
60,China,Non-Binary,Part-Time,0.1
79,Australia,Male,Self-Employed,9.2
75,Canada,Non-Binary,Part-Time,1.2
23,Mexico,Male,Full-Time,9.3
25,India,Non-Binary,Self-Employed,0.3
36,Australia,Female,Unemployed,0.9
34,China,Non-Binary,Full-Time,1.0
62,Germany,Non-Binary,Full-Time,1.7
51,Germany,Male,Full-Time,15.7
71,India,Male,Self-Employed,1.4
25,Mexico,Male,Self-Employed,3.0
38,China,Male,Full-Time,0.1
19,Mexico,Female,Part-Time,0.7
29,India,Non-Binary,Self-Employed,0.2
48,Germany,Male,Unemployed,3.9
20,China,Non-Binary,Full-Time,0.6
48,United States,Non-Binary,Self-Employed,6.2
51,Australia,Female,Full-Time,2.0
49,Mexico,Non-Binary,Full-Time,6.0
69,China,Female,Self-Employed,1.0
28,United States,Male,Unemployed,4.0
65,China,Non-Binary,Full-Time,2.8
35,China,Female,Unemployed,1.0
54,Germany,Male,Unemployed,0.0
35,Germany,Female,Part-Time,9.9
29,Canada,Male,Self-Employed,0.8
32,United States,Non-Binary,Unemployed,0.0
35,United States,Female,Part-Time,1.3
31,Australia,Female,Full-Time,5.1
29,China,Non-Binary,Full-Time,2.0
24,Australia,Non-Binary,Full-Time,0.3
45,Germany,Male,Part-Time,1.5
57,United States,Non-Binary,Unemployed,3.2
28,Australia,Non-Binary,Part-Time,1.3
57,China,Male,Part-Time,4.0
26,Mexico,Female,Part-Time,1.3
52,Germany,Male,Self-Employed,4.4
65,China,Male,Full-Time,0.1
40,Canada,Female,Part-Time,1.2
34,China,Non-Binary,Self-Employed,0.8
55,Germany,Female,Self-Employed,1.3
